序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
5607,新北市五股區,成泰里,御史路1巷59號,121.440224,25.090383,公民會館,觀音里、五龍里、陸一里、民義里、成泰里、福德里,182,"水災,震災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,是
5608,新北市蘆洲區,永樂里,永平街1號4樓,121.459200,25.090400,永平市民活動中心,正義里、南港里、永樂里、永康里、成功里,151,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,否
5609,基隆市七堵區,六堵里,工建路104巷17-1號-2號,121.701500,25.090800,六堵里民活動中心,六堵里,48,"水災,震災,土石流,海嘯",廖國勳,02-24514632,是,否,是
5610,新北市蘆洲區,水湳里,民族路488號,121.471000,25.091500,仁愛國小,水湳里、復興里、水河里、仁愛里、保新里、忠孝里,584,土石流,沈明輝,02-22811484-119,是,是,否
5611,臺北市士林區,,士林區中正路510號,121.517200,25.091800,陽明高中,後港里,110,"水災,震災",陳佑昌,02-28316675#140,是,否,否
5612,基隆市七堵區,友一里,華新一路59-1號,121.668800,25.092100,友一里民活動中心,友一里,40,"水災,震災,土石流,海嘯",蕭雪,02-24517883,是,否,是
5613,新北市蘆洲區,水湳里,民族路426巷17號,121.473100,25.092700,水湳市民活動中心,水湳里、復興里、水河里、忠孝里,34,"水災,震災,土石流,海嘯",沈明輝,02-22811484-119,是,否,是
5614,臺北市士林區,福德里,臺北市士林區大東路165號,121.525100,25.092800,士林國小,仁勇里、義信里、福林里、福德里、福志里、舊佳里、福佳港、後港里、福中里、前港里、百齡里、承德里、福華里、明勝里,225,"水災,震災",何志宏,02-28812231#231,是,否,否
5615,臺北市士林區,,士林區中正路345號,121.522600,25.094300,士林國中,福德里,39,"水災,震災",姚興南,02-88613411#500,是,否,否
5616,新北市五股區,成功里,西雲路163號,121.446100,25.094400,成功市民活動中心,成州里、成功里、成德里、六福里、成泰里,100,"水災,震災,土石流,海嘯",黃駿逸,02-22916051分#113,是,否,是
5617,桃園市蘆竹區,山腳里,大古山廣場,121.288290,25.094577,大古山停車場,山腳區,200,"水災,震災,土石流,海嘯",趙文峰,3241793,否,是,是
5618,基隆市七堵區,長興里,東新街22號,121.717300,25.094900,基隆高級商工職業學校,長興里,146,"水災,震災,土石流,海嘯",陳明印,02-24566171,是,否,是
5619,臺北市士林區,,士林區士商路150號,121.516300,25.095000,士林高商,後港里、福佳里,54,"水災,震災",何杉友,02-28313114#401,是,否,否
5620,基隆市七堵區,長興里,東新街25號,121.718000,25.095000,長興里民活動中心,長興里,52,"水災,震災,土石流,海嘯",姚琴富,02-24563563,是,否,是
5621,臺北市士林區,福林里,臺北市士林區福林路60號,121.530300,25.095100,士林官邸公園,全區,1362,震災,陳昆陽,28812512#21,否,是,是
5622,基隆市暖暖區,暖西里,東勢街26巷69號,121.738000,25.095100,暖西里民活動中心,暖西里,96,"水災,震災,土石流,海嘯",周明信,02-24581888,是,否,是
5623,基隆市暖暖區,碇祥里,碇內街100號,121.753800,25.095500,碇祥里民活動中心,碇祥里,85,"水災,震災,土石流,海嘯",林義忠,02-24574591,是,否,是
5624,基隆市暖暖區,碇內里,暖碇路15巷136號,121.753800,25.095800,碇內里民活動中心,碇內里,32,"水災,震災,土石流,海嘯",林錦隆,02-24576802,是,否,是
5625,基隆市暖暖區,碇內里,源遠路152巷75號,121.749500,25.096100,碇內國中,碇內里、碇何里、碇安里、碇祥里,229,"水災,震災,土石流,海嘯",葉士如,02-24586105#31,是,否,是
5626,基隆市暖暖區,暖暖里,暖暖街281巷58號,121.735400,25.097100,暖暖里民活動中心,暖暖里,60,"水災,震災,土石流,海嘯",陳建興,02-24574808,是,否,是
5627,基隆市七堵區,永平里,明德一路184號2-4樓,121.713600,25.097800,七堵國小活動中心,富民里永平里永安里,150,"水災,震災,土石流,海嘯",總務,02-24567116,是,否,是
5628,新北市五股區,成州里,西雲路267號,121.449400,25.098100,成州市民活動中心,集福里、成州里、成功里、成德里、六福里、集賢里、成泰里,75,"水災,震災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,是
5629,基隆市七堵區,正光里,光明路21號6樓,121.716600,25.098300,七堵行政大樓6樓,正光里.正明里,200,"水災,震災,土石流,海嘯",謝振和,02-24566171101,是,否,是
5630,臺北市士林區,福志里,士林區福志路75號,121.529700,25.098700,福林國小,福志里、舊佳里,142,"水災,震災",劉順海,02-28316293#204,是,否,否
5631,基隆市七堵區,永平里,崇智街13-1號,121.713400,25.099500,永平里民活動中心,永平里永安里,90,"水災,震災,土石流,海嘯",林東漢,02-24566659,是,否,是
5632,臺北市士林區,,士林區文林路615巷20號,121.520900,25.099600,文昌國小,德華里,75,"水災,震災",陳佩雯,02-28365411#130,是,否,否
5633,臺北市士林區,福安里,延平北路7段189號,121.491108,25.099607,地藏禪寺,福安里、富洲里,100,,釋覺光師,02-28100237,是,否,否
5634,新北市五股區,成功里,成泰路3段493號,121.450500,25.099800,成州國民小學,集福里、觀音里、成州里、成功里、五龍里、陸一里、成德里、六福里、集賢里,398,"水災,震災,土石流,海嘯",黃駿逸,02-22916051#113,是,是,是
5635,基隆市暖暖區,碇安里,源遠路277巷23號,121.755500,25.099800,碇安里民活動中心,碇安里,64,"水災,震災,土石流,海嘯",余冠龍,02-24577135,是,否,是
5636,桃園市大園區,沙崙里,12鄰41-3號,121.222571,25.101094,沙崙社區活動中心,沙崙里,250,水災,林金和,03-3836396,是,是,否
5637,基隆市七堵區,八德里,大華一路57巷43-4號,121.716600,25.101100,八德土地公廟,八德里,12,"水災,震災,土石流,海嘯",余文財,02-24564002,是,否,是
5638,新北市林口區,湖北里,林口區湖北里後湖17之6號,121.384700,25.101300,湖北市民活動中心,湖北里、太平里、嘉寶里、頂福里,73,"水災,震災,土石流,海嘯",黃德源,02-26033111#608,是,是,否
5639,基隆市暖暖區,暖同里,暖暖街16巷41號,121.737300,25.101500,暖同里民活動中心,暖同里,64,"水災,震災,土石流,海嘯",李傳河,02-24573552,是,否,是
5640,基隆市七堵區,自強里,自強路1號,121.712200,25.102200,自強里民活動中心,自強里,44,"水災,震災,土石流,海嘯",張仁化,02-24569686,是,否,是
5641,桃園市蘆竹區,海湖里,海湖東路191巷15號,121.267540,25.102330,海湖國小,海湖里、坑口里,450,"水災,震災",趙文峰,03-3520000ext.176,是,是,是
5642,臺北市士林區,,士林區至誠路1段62巷70號,121.535200,25.102700,雨聲國小,岩山里,46,"水災,震災",徐慧娟,28311004轉231,是,否,否
5643,臺北市士林區,,士林區延平北路7段250號,121.487400,25.103300,福安國中,福安里,30,"水災,震災",胡智為,02-28108766#140,是,否,否
5644,臺北市士林區,臨溪里,臺北市士林區至善路2段360號,121.555500,25.103500,至善國中,臨溪里、翠山里、平等里,170,"水災,震災",林威鎮,02-2841#1350#40,是,否,否
5645,桃園市大園區,竹圍里,2鄰竹圍街3號,121.244253,25.103671,竹圍國小,竹圍里、海口里,700,"水災,震災",呂昌澤,03-3835079#520,是,是,否
5646,新北市瑞芳區,吉慶里,瑞芳區大埔路95號,121.762800,25.103700,吉慶國小,吉安里、吉慶里、上天里,403,"水災,震災,土石流,海嘯",張賢順,24576405-614,是,是,否
5647,臺北市北投區,,北投區文林北路77號,121.516500,25.104500,中正高中,建民里,109,"水災,震災",杜慶進,02-28234811#500,是,否,否
5648,桃園市大園區,竹圍里,8鄰竹圍街90-6號,121.241682,25.104511,竹圍社區活動中心,竹圍里,160,水災,徐德耀,952343988,是,否,否
5649,基隆市暖暖區,過港里,過港路54號,121.738300,25.104900,過港里民活動中心,過港里,60,"水災,震災,土石流,海嘯",陳清池,02-24581566,是,否,否
5650,新北市貢寮區,和美里,佛祖廟西靈岩寺,121.921149,25.105105,佛祖廟西靈岩寺,和美里,62,海嘯,吳金發、,02-24903410、02-24991601#255,否,是,否
5651,臺北市士林區,,士林區忠義街1號,121.529900,25.105300,雨農國小,名山里、聖山里、忠誠里,124,"水災,震災",鄭銘毅,2832-9700#101,是,否,否
5652,新北市瑞芳區,爪里,三爪子坑路279-2號,121.813500,25.105600,爪峰里活動中心,新峰里、爪峰里,162,"水災,震災,土石流,海嘯",黃茂峻,24977059,否,否,否
5653,臺北市士林區,,臺北市士林區延平北路8段135號,121.482400,25.105800,富安國小,富洲里,50,"水災,震災",張凱惠,02-28103192#631,是,否,否
5654,臺北市北投區,,北投區文林北路155號,121.514700,25.105900,文林國小,文林里、建民里,300,"水災,震災",范揚紹,02-28234212#400,是,否,否
5655,臺北市士林區,,士林區中社路2段66號,121.563800,25.106100,雙溪國小,翠山里,30,"水災,震災",陳淑惠,02-28411038#25,是,否,否
5656,新北市瑞芳區,傑魚里,傑魚坑路245巷2-1號2樓,121.788000,25.106500,傑魚市民活動中心,傑魚里,231,"水災,震災,土石流",潘天賜,24975222,否,否,否
5657,新北市瑞芳區,福住里,佛堂巷7號,121.841768,25.106736,福住市民活動中心,福住里,53,"水災,土石流",劉建男,24972250-1104,是,否,否
5658,新北市瑞芳區,新山里,金光路241號之1,121.851500,25.107000,新山里活動中心,新山里,41,土石流,李仁林,24961399,否,否,否
5659,新北市瑞芳區,永慶里,瑞芳區崙頂路145號,121.843400,25.107100,九份國小,基山里、崇文里、永慶里、福助里、頌德里,172,"水災,震災,土石流,海嘯",盧瑩甄,24972263-22,是,是,否
5660,基隆市七堵區,友二里,華新二路21號,121.665500,25.107300,復興國小,友二里,35,"水災,震災,土石流,海嘯",楊啟珊,02-24515601轉30,是,否,是
5661,臺北市北投區,,北投區明德路50號,121.518300,25.107500,明德國中,石牌里,88,"水災,震災",林麗枝,28232539-601,是,否,否
5662,新北市瑞芳區,新峰里,瑞芳區三爪子坑路1號,121.814500,25.107500,瑞芳國中,新峰里、爪峰里,1826,"水災,震災,土石流,海嘯",吳紹洪,24972145-230,是,是,否
5663,新北市瑞芳區,龍興里,明燈路3段2號,121.809092,25.107577,瑞龍市民活動中心,瑞芳區,580,"水災,土石流",潘信秀,24972250-1202,是,否,否
5664,基隆市暖暖區,八堵里,源遠路20號,121.732900,25.107700,基隆高中,暖西里、暖東里、暖暖里、暖同里、八堵里、八中里、八西里、八南里,347,"水災,震災,土石流,海嘯",林永隆,02-24582052#240,是,否,是
5665,新北市五股區,觀音里,凌雲路三段17之2號,121.430720,25.107778,觀音市民活動中心,觀音里、集賢里,149,"水災,震災,土石流,海嘯",黃駿逸,02-22916051#113,是,否,是
5666,新北市瑞芳區,龍潭里,瑞芳區中山路2號,121.803900,25.107900,瑞芳國小,龍潭里、龍川里、龍興里、龍安里、東和里,447,"水災,震災,土石流,海嘯",將明淵,2491-2508,是,是,是
5667,新北市林口區,嘉寶里,22號,121.339300,25.108300,嘉寶國小,嘉寶里、下福里,425,"水災,震災,海嘯",呂新立,26052716#830,是,是,否
5668,臺北市士林區,,士林區磺溪57號,121.523100,25.108400,蘭雅國小,蘭興里、蘭雅里,30,"水災,震災",邱建華,02-28366052#206,是,否,否
5669,基隆市暖暖區,八南里,源遠路27號,121.732400,25.108600,八南里民活動中心,八南里,66,"水災,震災,土石流,海嘯",陳碧琴,02-24562205,是,否,是
5670,桃園市大園區,海口里,4鄰87-1號2樓,121.241381,25.108652,海口社區活動中心,海口里,350,水災,呂定麟,03-3933389,是,是,否
5671,新北市瑞芳區,龍鎮里,瑞芳區逢甲路82號,121.809500,25.108800,瑞芳區公所,龍鎮里、龍潭里、龍興里、龍山里、龍安里,115,"水災,震災,土石流,海嘯",張宗慈,02-24972250-1206,是,否,是
5672,基隆市暖暖區,八中里,金華街204號,121.729600,25.109600,八中里民活動中心,八中里,42,"水災,震災,土石流,海嘯",俞偉明,02-24568920,是,否,是
5673,基隆市七堵區,瑪南里,大成街1號,121.689900,25.109900,瑪陵國小活動中心,瑪南里,46,"水災,震災,土石流,海嘯",詹麗娟,02-24565663轉80,是,否,是
5674,臺北市士林區,,臺北市士林區德行東路285號,121.536400,25.110400,芝山國小,岩山里、名山里、聖山里、芝山里、東山里、忠誠里、德行里、德華里、蘭雅里、蘭興里、三玉里、天福里、天祿里、天壽里、天和里、天山里、天玉里、天母里、,40,"水災,震災",董建成,02-28316115#240,是,否,否
5675,新北市瑞芳區,龍山里,瑞芳區瑞芳街60號,121.803600,25.110400,瑞芳高工,龍安里、龍山里,1360,"水災,震災,土石流,海嘯",陳政典,24972516-201,是,是,否
5676,臺北市士林區,,士林區忠誠路2段51號,121.531000,25.110600,蘭雅國中,三玉里、蘭雅里,130,"水災,震災",徐安國,02-28329377#500,是,否,否
5677,基隆市暖暖區,八西里,八堵路35-2號,121.736100,25.110600,八西里民活動中心,八西里,10,"水災,震災,土石流,海嘯",蘇欽榮,02-24573066,是,否,是
5678,新北市瑞芳區,銅山里,瑞芳區祈堂路53號,121.860000,25.110700,勸濟堂,金瓜石地區,50,"水災,震災,土石流,海嘯",陳嶽生,24961273,是,否,否
5679,新北市瑞芳區,瓜山里,瑞芳區五號路306號,121.856900,25.111100,瓜山國小,銅山里、新山里、瓜山里、石山里,232,"水災,震災,土石流,海嘯",黃裕斌,24962036-168,是,是,否
5680,臺北市北投區,,北投區明德路190號,121.521800,25.112100,明德國小,榮華里、裕民里,109,"水災,震災",陳勝福,02-28229651#1122,是,否,否
5681,新北市貢寮區,和美里,龍洞街1-9號,121.919300,25.112300,和美國小,和美里,117,"水災,震災,土石流,海嘯",黃家裕,02-24909431#18,是,是,否
5682,新北市貢寮區,和美里,佛祖廟西側高地,121.919336,25.112326,佛祖廟西側高地,和美里,62,海嘯,吳金發、,02-24903410、02-24941601#255,否,是,否
5683,新北市林口區,下福里,下福10之1號,121.312600,25.112400,興福國小,下福里、瑞平里,735,"水災,震災,土石流,海嘯",廖淑珍,2606-2895#200,是,是,是
5684,新北市汐止區,長青里,永春一路5號,121.603216,25.112499,翠柏新村安養中心-服務大樓,長青里、烘內里、八連里,203,"水災,震災,土石流,海嘯",宋怡穎,02-26411111#120,是,否,是
5685,基隆市七堵區,八德里,八德路70號,121.727900,25.112900,八德里民活動中心,八德里,14,"水災,震災,土石流,海嘯",余文財,02-24564002,是,否,是
5686,臺北市北投區,,臺北市北投區石牌路1段139號,121.514200,25.114900,石牌國中,永明里、吉利里、立賢里、榮光里、裕民里、福興里、吉慶里、洲美里、建民里、文林里、榮華里、振華里、永欣里、東華里、立農里、石牌里、尊賢里,100,"水災,震災",林豐戊,02-28224682#250,是,否,否
5687,臺北市北投區,,北投區致遠2路80號,121.511700,25.115700,石牌國小,尊賢里、吉利里,112,"水災,震災",高禎禧,02-28227484#331,是,否,否
5688,臺北市士林區,,士林區天母東路116號,121.537300,25.118000,三玉國小,三玉里、天和里,30,"水災,震災",黃瑟雅,02-28751369#717,是,否,否
5689,臺北市士林區,,士林區天母東路120號,121.538100,25.118000,天母國中,三玉里天山里,99,"水災,震災",顏靜虹,02-28754864#243,是,否,否
5690,基隆市仁愛區,德厚里,南榮路321號,121.743900,25.119400,南榮國小,龍門里德厚里曲水里英仁里,165,"水災,震災,土石流,海嘯",翁瑞宏,02-24223038,是,否,是
5691,臺北市北投區,,北投區立農街1段250號,121.505300,25.119500,立農國小,立農里,30,"水災,震災",楊紹齊,02-28210702#300,是,否,否
5692,臺北市士林區,,士林區天玉街12號,121.527400,25.119700,天母國小,天玉里、天母里,100,"水災,震災",黃偉國,02-28740889,是,否,否
5693,臺北市士林區,新安里,臺北市士林區新安里仰德大道3段 61 號,121.552900,25.119800,陽明山國小,新安里、陽明里、菁山里、公館里、永福里,50,"水災,震災,土石流",吳正男,28614832#131,是,否,否
5694,臺北市士林區,溪山里,臺北市士林區至善路三段199號,121.579600,25.119800,溪山國小,溪山里,50,"水災,震災,土石流",李世中,02-28411010#17,是,否,否
5695,臺北市北投區,,北投區知行路212號,121.467300,25.119900,關渡國中,關渡里,30,"水災,震災",楊孝偉,02-28581770#50,是,否,否
5696,基隆市仁愛區,育仁里,南榮路269巷28之1號,121.744000,25.120400,育仁里民活動中心,育仁里,25,海嘯,林香垂,24301122ext.307,是,否,是
5697,新北市瑞芳區,東和里,中山路20號,121.887900,25.120400,東和市民活動中心,東和里,95,"水災,土石流",周樹木,24972704,否,否,否
5698,新北市瑞芳區,新里,明里路7-1號,121.868114,25.120447,威遠廟,濂新里,82,土石流,黃瑞德,24961757,是,否,否
5699,新北市瑞芳區,瑞濱里,瑞濱路34號,121.820317,25.120495,瑞濱國小,瑞濱里、深澳里、海濱里,877,"水災,震災,土石流,海嘯",王喬木,24978184,否,否,否
5700,新北市瑞芳區,鼻頭里,瑞芳區鼻頭路99號,121.919400,25.120800,鼻頭國小,南雅里、鼻頭地區,251,"水災,震災,土石流,海嘯",李琇貞,24911571-13,是,是,否
5701,基隆市安樂區,鶯歌里,基隆市安樂區安樂路二段一六四號九樓,121.723200,25.121000,鶯歌里民活動中心,鶯歌里,127,"水災,震災,土石流,海嘯",何進守,02-24319835,是,否,是
5702,基隆市安樂區,鶯安里,基隆市安樂區安樂路二段一六四號二樓,121.723200,25.121100,安樂區公所二樓禮堂,鶯安里,76,"水災,震災,土石流,海嘯",駱文章,02-24312118,是,否,是
5703,新北市瑞芳區,瑞濱里,瑞芳區建基路1段4之2號,121.820500,25.121200,瑞濱市民活動中心,深澳里、瑞濱里、海濱里,115,"水災,震災,土石流",胡長安,24976599,是,否,否
5704,基隆市安樂區,壯觀里,基隆市安樂區樂利二街62巷282號地下層,121.715500,25.121300,壯觀里民活動中心,壯觀里,30,"水災,震災,土石流,海嘯",楊添發,02-24342001,是,否,是
5705,臺北市士林區,溪山里,溪山里至善路3段181巷5弄7號,121.577300,25.121400,普宜苑,溪山里,50,"水災,震災",釋照印師,2841-3393,是,否,是
5706,基隆市七堵區,瑪東里,大同街29-3號,121.698400,25.121900,瑪東里民活動中心,瑪東里,56,"水災,震災,土石流,海嘯",李文良,02-24565293,是,否,是
5707,新北市瑞芳區,洞里,瑞芳區凍頂路101巷80號,121.859800,25.122300,濂洞國小,濂洞里,228,"水災,震災,土石流,海嘯",王佩君,24961330-12,是,是,否
5708,基隆市安樂區,七賢里,基隆市安樂區安和一街十號,121.723100,25.122800,七賢里民活動中心,七賢里,54,"水災,震災,土石流,海嘯",林慶寶,02-24323787,是,否,是
5709,基隆市仁愛區,吉仁里,南新街29之6號,121.744200,25.123300,吉仁里民活動中心,吉仁里,40,"水災,震災,土石流,海嘯",范鴻軒,24301122ext.319,是,否,是
5710,基隆市信義區,,深澳坑路256-1號,121.791300,25.123600,孝岡里民活動中心,孝岡里,43,"水災,震災,土石流,海嘯",吳石金,02-24662675,是,否,是
5711,臺北市士林區,新安里,新安路85號,121.553582,25.124093,新安里臨時聚會場所,新安里,45,土石流,何明欽,02-28623615,是,否,否
5712,基隆市仁愛區,獅球里,獅球路50號,121.736700,25.124100,獅球書院聯合里民活動中心,獅球、書院里,42,"震災,土石流,海嘯",林香垂許,24301122ext.308,是,否,是
5713,基隆市安樂區,五福里,基隆市安樂區樂利三街34巷52號,121.713600,25.124900,長樂國小餐廳旁空間,五福里,101,"水災,震災,土石流,海嘯",總務,02-24323252,是,否,是
5714,基隆市仁愛區,光華里,光一路28號6樓,121.736700,25.125200,仁愛區公所,書院里,67,"水災,震災,土石流,海嘯",邱建慧,24301122ext.205,是,否,是
5715,基隆市仁愛區,光華里,光一路28號5樓,121.736700,25.125200,光華里民活動中心,光華里,70,"水災,震災,土石流",范鴻軒,24301122ext.315,是,否,是
5716,基隆市仁愛區,兆連里,獅球路25巷8號,121.738900,25.125300,兆連里民活動中心,兆連里,49,"震災,土石流",吳純菁,24301122ext.308,是,否,是
5717,基隆市仁愛區,林泉里,復興街60巷2號,121.752500,25.125400,林泉里民活動中心,林泉里,60,"水災,震災,土石流,海嘯",王偉鋕,02-24301122ext.313,是,否,是
5718,新北市八里區,下罟里,下罟子臨8-3號,121.388300,25.125700,長坑市民活動中心,下罟里、長坑里,100,"水災,震災,土石流",黃暐家,02-26102621117,是,否,否
5719,新北市八里區,長坑里,長坑里25號,121.390500,25.125700,長坑國小,長坑里、下罟里,224,"水災,震災,土石流,海嘯",賴介仁,26102237113,是,是,否
5720,新北市淡水區,福德里,自強路33號,121.464000,25.125700,竹圍國小自強分校,福德里,207,"土石流,海嘯",陳碧雲,02-28093245,是,是,是
5721,基隆市安樂區,四維里,基隆市安樂區安和一街一二八之一號,121.723900,25.125800,四維里民活動中心,四維里,60,"水災,震災,土石流,海嘯",蔣加偉,02-24335805,是,否,是
5722,基隆市仁愛區,福仁里,南榮路117巷31弄1號,121.743800,25.125800,福仁里民活動中心,福仁、誠仁里,34,"水災,震災,土石流,海嘯",吳聖惠,24301122ext.319,是,否,是
5723,基隆市安樂區,長樂里,基隆市安樂區樂利三街30巷123號,121.711600,25.126100,長樂國小活動中心,長樂里、六合里,212,"水災,震災,土石流,海嘯",總務,02-24323252,是,否,是
5724,基隆市安樂區,三民里,基隆市安樂區麥金路439巷2號,121.719000,25.126100,三民里民活動中心,三民里,89,"水災,震災,土石流,海嘯",許超勝,02-24345158,是,否,是
5725,基隆市仁愛區,和明里,仁二路137巷2弄1之3號,121.745900,25.126100,和明里民活動中心,和明里,74,"震災,土石流,海嘯",劉慈芬,24301122ext.316,是,否,是
5726,基隆市信義區,,東明路77巷68號,121.761700,25.126200,禮儀里民活動中心,禮儀里,15,"震災,土石流,海嘯",郭金德,02-24654871,是,否,是
5727,臺北市北投區,,北投區中央北路4段581號,121.466800,25.126800,關渡國小,關渡里,110,"水災,震災",林莉珊,02-28912847#241,是,否,否
5728,臺北市北投區,,北投區公路220號,121.507600,25.126900,清江國小,清江里、大同里,30,"水災,震災",高美莉,02-28912764#300,是,否,否
5729,基隆市信義區,,深澳坑路75號,121.785400,25.126900,孝深里民活動中心,孝深里,52,"水災,震災,土石流,海嘯",陳茂松,02-24651433,是,否,是
5730,基隆市信義區,,東明路67巷7號,121.762400,25.127000,禮東里民活動中心,禮東里,24,"水災,震災,土石流,海嘯",賴興泉,02-24659320,是,否,是
5731,基隆市信義區,,東信路35巷47號1樓,121.767000,25.127000,東明里民活動中心,東明里,27,"震災,土石流,海嘯",賴賢義,02-24651989,是,否,是
5732,基隆市仁愛區,文安里,仁五路20號2樓,121.741100,25.127100,文安里民活動中心,文安、崇文里,20,"水災,震災,土石流",賴煒曾,24301122ext.312,是,否,是
5733,基隆市仁愛區,玉田里,愛四路2巷22之1號,121.743800,25.127100,玉田里民活動中心,玉田里,30,"水災,震災,土石流,海嘯",邱啟毓,02-24301122ext.312,是,否,是
5734,基隆市仁愛區,智仁里,延平街7號,121.748600,25.127200,智仁里民活動中心,智仁里,74,"震災,土石流",陳建任,24301122ext.308,是,否,是
5735,基隆市仁愛區,花崗里,劉銘傳路11巷24弄3號,121.751800,25.127200,花崗里活動中心,花崗里,26,"水災,震災,土石流",胡燿麟,24301122ext.308,是,否,是
5736,基隆市仁愛區,忠勇里,仁三路3巷2弄1-1號,121.744500,25.127400,新忠勇里民活動中心,忠勇里,30,"水災,震災,土石流,海嘯",謝秉均,905721731,是,否,是
5737,基隆市仁愛區,忠勇里,愛五路6巷32號,121.745000,25.127400,忠勇里民活動中心,忠勇里,30,"震災,土石流,海嘯",謝秉均,24301122ext.312,是,否,是
5738,基隆市信義區,,仁一路7巷61號,121.754400,25.127500,智慧里民活動中心,智慧里、智誠里,54,"震災,土石流",蔡美玉,02-24227999,是,否,是
5739,基隆市仁愛區,明德里,自來街13巷5之2號,121.739000,25.127600,明德里民活動中心,明德里,29,"震災,土石流",黃旭惠,24301122ext.309,是,否,是
5740,基隆市仁愛區,和明里,仁二路139號,121.746000,25.128000,仁愛國小,智仁里和明里忠勇里,171,"水災,震災,土石流",陳建宏,02-24289131,是,否,是
5741,基隆市仁愛區,博愛里,愛一路8號3樓之7,121.740800,25.128200,博愛里民活動中心,博愛里,53,"水災,震災,土石流",吳靜宜,24301122ext.316,是,否,是
5742,基隆市仁愛區,虹橋里,仁二路53號,121.749800,25.128200,虹橋水錦聯合里民活動中心,虹橋、水錦里,62,"水災,震災,土石流",邱啟毓、,24301122ext.311.308,是,否,是
5743,基隆市仁愛區,朝棟里,成功一路133巷5號,121.736200,25.128300,朝棟里民活動中心,朝棟里,85,"震災,土石流",陳家麟,24301122ext.310,是,否,是
5744,新北市林口區,太平里,後坑路34之1號,121.349300,25.128400,瑞平國小,太平、瑞平、下福里、嘉寶里,219,"水災,震災,土石流",黃信源,26052779#13,是,否,是
5745,基隆市信義區,,信一路6號4樓,121.755300,25.128500,義民里民活動中心,義民里,71,"水災,震災,土石流",連轉旺,02-24235023,是,否,是
5746,基隆市七堵區,瑪西里,大華三路75之1號,121.677400,25.128600,瑪西里民活動中心,瑪西里,73,"水災,震災,土石流,海嘯",林飛龍,02-24564665,是,否,是
5747,基隆市信義區,,東信路10-2號,121.768100,25.128600,東安里民活動中心,東安里,78,"震災,土石流,海嘯",林睿騰,02-24655474,是,否,是
5748,基隆市仁愛區,新店里,孝一路100之1號2樓旁通道,121.740600,25.128700,新店里民活動中心,新店里,34,"水災,震災,土石流",吳靜宜,24301122ext.316,是,否,是
5749,基隆市信義區,,信一路6號3樓,121.757500,25.128700,義和里民活動中心,義和里,71,"水災,震災,土石流,海嘯",蔡麗月,02-24654065,是,否,是
5750,基隆市仁愛區,同風里,孝二路39號七樓12室（忠孝大樓）,121.739400,25.128900,同風里民活動中心,同風里,13,"水災,震災,土石流,海嘯",黃麗梅,24301122ext.307,是,否,是
5751,臺北市士林區,,士林區平等里平菁街101號,121.576300,25.129100,平等國小,平等里,20,"水災,震災",李公元,02-28610503#12,是,否,否
5752,基隆市信義區,,信二路40-1號,121.756900,25.129300,市立體育館,轄內各里,817,"震災,土石流",王漢興,02-24275518ext.22,是,否,是
5753,基隆市信義區,,信二路157號,121.752600,25.129400,義昭里民活動中心,義昭里,118,"震災,土石流",龔信謀,02-24249039,是,否,是
5754,基隆市中山區,新建里,成功二路2之1號,121.737300,25.129500,新建里民活動中心,新建里,20,"水災,震災,土石流,海嘯",高瑞堂,02-24260823,是,否,是
5755,基隆市信義區,,信二路179號,121.751300,25.129500,基隆市信義區公所,轄內各里,117,"水災,震災,海嘯",吳明政,02-24282101#204,是,否,是
5756,新北市瑞芳區,深澳里,深澳路67 之1號,121.817974,25.129623,深澳里市民活動中心,深澳里,113,"水災,土石流",賴信秀,24972250-1202,是,否,否
5757,基隆市仁愛區,仁德里,孝一路82之1號2樓旁通道,121.741200,25.129700,仁德里民活動中心,仁德里,36,"震災,土石流",黃麗梅,24301122ext.307,是,否,是
5758,基隆市信義區,,東信路258巷54號,121.762700,25.129800,東信里民活動中心,東信里,36,"震災,土石流,海嘯",賴姵綺,224684012,是,否,是
5759,基隆市安樂區,永康里,基隆市安樂區安一路177巷23號,121.730200,25.130200,安樂國小活動中心,永康里、嘉仁里,274,"水災,震災,土石流,海嘯",總務,(02)24220814#30、31,是,否,是
5760,基隆市信義區,,東峰街154號,121.776700,25.130500,孝德里民活動中心,孝德里,57,"水災,震災,土石流,海嘯",朱志偉,022466-7566,是,否,是
5761,基隆市仁愛區,文昌里,孝四路10之1號（陸橋下）,121.738500,25.130700,文昌里民活動中心,文昌里,36,"震災,土石流",黃旭惠,24301122ext.309,是,否,是
5762,基隆市信義區,,信二路246巷32號,121.750800,25.130700,仁義里民活動中心,仁義里,37,"水災,震災,土石流",王柏力,02-24287750,是,否,是
5763,基隆市中山區,安民里,安一路94號,121.736100,25.130900,安民里民活動中心,安民里,50,"水災,震災,土石流,海嘯",羅聰德,02-24248836,是,否,是
5764,臺北市士林區,,士林區仰德大道4段75號,121.546800,25.131100,格致國中,陽明里菁山里,47,"水災,震災",高毓璇,02-28610079#107,是,否,否
